100121	08-21-2017	08:00	17:00
100121	08-22-2017	08:00	17:00
100121	08-23-2017	08:00	17:00
100121	08-24-2017	08:00	17:00
100121	08-25-2017	08:00	17:00
100121	08-26-2017	08:00	17:00
100121	08-28-2017	08:00	17:00
100121	08-29-2017	08:00	17:00
100121	08-30-2017	08:00	17:00
100121	08-31-2017	08:00	17:00
100121	09-01-2017	08:00	17:00
100121	09-02-2017	08:00	17:00
100121	09-04-2017	08:00	17:00
100121	09-05-2017	08:00	17:00
100121	09-06-2017	08:00	17:00
100121	09-07-2017	08:00	17:00
100121	09-08-2017	08:00	17:00
100121	09-09-2017	08:00	17:00
100121	09-11-2017	08:00	17:00
100121	09-12-2017	08:00	17:00
100121	09-13-2017	08:00	17:00
100121	09-14-2017	08:00	17:00
100121	09-15-2017	08:00	17:00
100121	09-16-2017	08:00	17:00
100121	09-18-2017	08:00	17:00
100121	09-19-2017	08:00	17:00
100121	09-20-2017	08:00	17:00
100121	09-21-2017	08:00	17:00
100121	09-22-2017	08:00	17:00
100121	09-23-2017	08:00	17:00
100121	09-25-2017	08:00	17:00
100121	09-26-2017	08:00	17:00
100121	09-27-2017	08:00	17:00
100121	09-28-2017	08:00	17:00
100121	09-29-2017	08:00	17:00
100121	09-30-2017	08:00	17:00
100121	10-02-2017	08:00	17:00
100121	10-03-2017	08:00	17:00
100121	10-04-2017	08:00	17:00
100121	10-05-2017	08:00	17:00
100121	10-06-2017	08:00	17:00
100121	10-07-2017	08:00	17:00
100121	10-09-2017	08:00	17:00
100121	10-10-2017	08:00	17:00
100121	10-11-2017	08:00	17:00
100121	10-12-2017	08:00	17:00
100121	10-13-2017	08:00	17:00
100121	10-14-2017	08:00	17:00
100121	10-16-2017	08:00	17:00
100121	10-17-2017	08:00	17:00
100121	10-18-2017	08:00	17:00
100121	10-19-2017	08:00	17:00
100121	10-20-2017	08:00	17:00
100121	10-21-2017	08:00	17:00
100121	10-23-2017	08:00	17:00
100121	10-24-2017	08:00	17:00
100121	10-25-2017	08:00	17:00
100121	10-26-2017	08:00	17:00
100121	10-27-2017	08:00	17:00
100121	10-28-2017	08:00	17:00
100121	10-30-2017	08:00	17:00
100121	10-31-2017	08:00	17:00
100121	11-01-2017	08:00	17:00
100121	11-02-2017	08:00	17:00
100121	11-03-2017	08:00	17:00
100121	11-04-2017	08:00	17:00
100121	11-06-2017	08:00	17:00
100121	11-07-2017	08:00	17:00
100121	11-08-2017	08:00	17:00
100121	11-09-2017	08:00	17:00
100121	11-10-2017	08:00	17:00
100121	11-11-2017	08:00	17:00
100121	11-13-2017	08:00	17:00
100121	11-14-2017	08:00	17:00
100121	11-15-2017	08:00	17:00
100121	11-16-2017	08:00	17:00
100121	11-17-2017	08:00	17:00
100121	11-18-2017	08:00	17:00
100121	11-20-2017	08:00	17:00
100121	11-21-2017	08:00	17:00
100121	11-22-2017	08:00	17:00
100121	11-23-2017	08:00	17:00
100121	11-24-2017	08:00	17:00
100121	11-25-2017	08:00	17:00
100121	11-27-2017	08:00	17:00
100121	11-28-2017	08:00	17:00
100121	11-29-2017	08:00	17:00
100121	11-30-2017	08:00	17:00
100121	12-01-2017	08:00	17:00
100121	12-02-2017	08:00	17:00
100121	12-04-2017	08:00	17:00
100121	12-05-2017	08:00	17:00
100121	12-06-2017	08:00	17:00
100121	12-07-2017	08:00	17:00
100121	12-08-2017	08:00	17:00
100121	12-09-2017	08:00	17:00
100121	12-11-2017	08:00	17:00
100121	12-12-2017	08:00	17:00
100121	12-13-2017	08:00	17:00
100121	12-14-2017	08:00	17:00
100121	12-15-2017	08:00	17:00
100121	12-16-2017	08:00	17:00
100121	12-18-2017	08:00	17:00
100121	12-19-2017	08:00	17:00
100121	12-20-2017	08:00	17:00
100121	12-21-2017	08:00	17:00
100121	12-22-2017	08:00	17:00
100121	12-23-2017	08:00	17:00
100121	12-25-2017	08:00	17:00
100121	12-26-2017	08:00	17:00
100121	12-27-2017	08:00	17:00
100121	12-28-2017	08:00	17:00
100121	12-29-2017	08:00	17:00
100121	12-30-2017	08:00	17:00
